Age,Gender,Weight (kg),Carb Intake (g/day),Sugar Intake (g/day),Volume of Weights Lifted (kg/week)
34,Female,65.5,156.4,54.1,262.3527905840075
18,Female,76.0,227.0,33.6,141.50699289182535
49,Female,69.2,71.8,58.8,0.0
25,Female,72.0,107.2,63.2,145.80288351293902
57,Female,78.2,358.4,70.8,150.64155236846983
60,Female,87.7,166.8,60.8,69.63214765242061
63,Male,78.5,273.4,51.6,146.40352408299813
41,Male,82.5,196.8,76.5,220.95607429848718
27,Male,75.1,171.9,78.8,0.0
64,Female,80.9,232.9,28.9,171.61074275385093
56,Male,87.4,204.0,85.2,252.83456075659225
56,Female,97.6,191.0,74.6,198.4857727323458
27,Female,89.5,197.8,32.9,133.27157887918287
53,Male,74.3,219.7,12.4,423.91030571300564
42,Female,88.7,165.6,74.1,179.2120594131688
27,Female,81.6,175.9,54.1,99.44243431691348
36,Male,67.7,151.1,40.9,36.60505908397797
63,Female,81.8,139.6,56.3,12.670257548655558
62,Male,61.5,292.5,73.7,241.4558031952151
32,Female,81.8,154.7,9.4,194.6050147498031
33,Female,96.0,249.9,52.5,169.74152100366547
19,Male,84.9,182.2,51.1,212.6277093967482
46,Male,89.4,227.0,79.9,162.56599705799914
21,Male,70.5,199.9,66.6,261.18013414593946
46,Female,80.8,110.4,66.4,59.91814455694002
48,Female,83.4,201.4,41.1,149.69267296775985
34,Male,71.3,230.3,63.4,211.00634602882897
27,Male,83.2,152.3,40.3,292.288888901913
44,Male,80.5,316.1,47.8,84.72412553923986
58,Female,83.3,240.6,61.5,47.62486307296813
32,Female,62.6,241.0,51.7,135.24960345333565
61,Male,90.3,246.4,56.3,250.07952238742885
48,Male,80.4,83.3,76.3,179.61401067459346
38,Male,73.6,235.2,42.7,0.0
58,Female,73.9,313.8,29.2,173.74074773963736
63,Male,74.5,238.0,31.9,508.619454423512
62,Male,65.1,186.9,27.5,343.992757953851
43,Male,89.3,144.2,82.1,0.0
55,Female,86.6,139.4,63.1,114.86382767857964
53,Female,87.4,133.4,71.4,121.83903879355125
34,Male,93.2,180.0,67.8,156.7396401591542
20,Female,77.3,146.6,46.0,21.834459499284275
31,Male,55.1,192.4,82.6,84.31801215494045
30,Male,82.5,210.2,36.2,297.208008953447
58,Male,82.1,114.0,90.2,299.52241678314385
44,Male,93.6,161.7,52.5,179.18259982550967
18,Female,88.0,171.0,85.8,198.83649609893885
34,Male,76.6,169.6,29.0,113.76058094665031
51,Male,73.3,200.9,41.4,156.35385156348912
31,Female,87.0,206.2,17.9,117.2839638145666
34,Male,43.1,178.8,70.8,0.0
20,Female,77.9,166.4,55.1,111.8517650025264
51,Male,86.3,199.0,90.3,388.18671630780267
57,Male,73.5,272.1,40.3,370.99673014718326
42,Male,70.4,127.2,76.7,213.53569521441372
19,Male,78.5,256.6,51.6,187.8273905016401
51,Female,91.2,118.3,48.1,352.84716739302553
43,Male,80.4,218.1,44.2,182.509581244474
48,Female,66.9,252.5,33.1,96.74115595227539
26,Female,89.6,133.8,57.5,228.71848561800527
47,Female,91.9,217.5,54.2,0.0
37,Male,65.3,147.7,18.5,190.0149045297563
38,Female,108.6,258.5,-0.2,134.38584638414147
46,Female,75.0,120.0,43.7,215.9562799300697
42,Female,86.4,155.4,73.2,85.11651572156501
55,Male,83.7,206.6,54.4,195.06207537694715
61,Male,66.6,235.6,23.9,229.7915308347794
42,Female,69.6,204.6,14.5,103.56993133104739
26,Female,75.8,224.8,73.1,128.75512314480122
56,Male,52.6,172.5,16.9,299.4129828119125
61,Female,84.9,145.4,65.2,205.37270671116443
43,Female,52.3,273.2,61.4,207.77308260689034
54,Female,75.2,224.9,82.7,0.0
33,Male,66.9,175.6,37.4,241.44915363781354
54,Female,81.9,117.3,68.8,61.47972485558062
29,Female,48.5,261.2,78.0,316.1529830099832
41,Male,55.1,263.2,23.3,192.39073028868805
43,Female,67.8,189.1,52.7,123.51896213604219
37,Male,81.2,167.0,49.2,382.8500662502034
26,Male,77.7,187.0,28.7,375.6883562793723
40,Male,87.6,189.5,55.3,173.7218273830315
56,Female,76.3,238.5,26.6,34.56292735952047
46,Female,74.8,143.1,57.6,0.0
48,Female,62.1,170.8,93.5,49.43908373988075
36,Female,72.3,190.8,45.9,158.2282658645496
37,Female,74.8,212.9,48.1,128.3140758649497
40,Female,50.3,243.3,78.3,49.42251629669114
60,Female,64.3,215.5,75.2,100.87174768588065
44,Female,80.6,287.6,37.6,260.41783302581473
47,Male,77.2,150.4,63.8,361.43717833938865
38,Female,72.0,273.1,-9.1,275.9130690851138
61,Female,67.7,152.3,29.9,74.44894569889476
52,Male,54.1,180.2,71.4,289.94169776057316
24,Female,48.9,219.4,39.8,200.34332914362236
39,Male,71.3,258.9,46.0,426.66745705861416
27,Female,92.9,180.3,31.5,133.6078445193175
40,Female,75.4,219.6,28.3,62.3139590031264
32,Male,87.3,184.2,0.1,79.5392519387548
47,Male,60.9,85.2,42.7,199.51608016755102
51,Female,78.4,198.1,59.3,161.59309485050602
30,Male,66.6,137.9,54.9,265.78840059997583
21,Female,66.1,263.6,33.4,9.238995063411542
35,Female,83.9,263.9,21.4,282.74248718920717
40,Female,73.6,158.2,42.5,13.385636731050138
50,Female,58.4,150.5,23.4,290.42972168779653
51,Female,76.2,168.6,34.6,100.06500954384494
51,Female,66.4,226.6,52.6,283.50027751149827
53,Male,57.7,226.8,32.6,0.0
52,Male,63.1,370.4,75.7,352.6295748296438
34,Male,99.6,184.6,29.1,65.7978373352105
45,Female,89.5,204.6,37.9,39.95528686846959
31,Male,50.8,296.6,67.0,462.0775047516121
51,Female,72.7,214.3,63.8,242.07912119386057
28,Male,73.6,145.6,60.3,2.723675464411461
30,Female,71.8,217.1,37.2,143.46090114876642
50,Female,67.0,235.2,61.7,238.82335744508865
19,Female,84.0,182.9,65.8,222.34450114917942
51,Female,86.3,239.8,58.8,127.8688265317571
46,Female,87.6,235.3,49.4,231.99168112896479
54,Male,79.0,177.1,61.5,265.4940183663711
21,Female,82.3,277.6,48.5,0.0
29,Male,70.9,160.8,58.1,235.48727158466693
43,Female,56.1,221.9,51.5,206.50967298899238
45,Female,55.8,169.9,19.8,155.55715138794554
20,Female,64.8,115.4,38.3,118.9562355907191
37,Male,72.6,217.9,91.6,259.80259179269433
27,Female,59.6,296.5,11.3,163.41781088680023
35,Male,61.4,197.3,81.0,0.0
44,Female,70.5,125.3,62.5,14.297135930916559
48,Male,85.4,211.1,50.7,254.0011270698791
44,Male,79.0,159.1,16.4,286.10044262043607
59,Male,64.6,252.7,50.0,94.96371591021422
18,Female,75.6,188.6,35.1,226.14281813344306
23,Female,59.1,111.4,73.8,192.2366414693981
28,Male,64.6,225.4,36.7,192.59560300295192
51,Female,55.1,210.4,44.5,187.2613152005124
56,Female,80.1,185.0,54.9,209.21305756320035
37,Female,71.6,148.1,37.1,201.03579354209032
38,Male,73.1,289.5,69.2,333.80898322444494
38,Male,84.7,177.4,44.1,56.26498764308185
35,Female,63.0,244.9,12.4,76.4728736656244
38,Male,80.6,176.8,53.0,386.6852865334754
36,Female,98.8,234.0,66.1,223.4354010409507
21,Female,63.2,202.7,78.8,188.5673818240627
30,Male,56.2,201.4,61.1,318.4483886633778
35,Male,59.9,158.7,73.1,354.66572300442124
46,Female,79.7,226.4,59.8,164.71756568731843
42,Female,96.0,270.3,30.8,112.1519967078175
30,Female,95.5,148.3,34.4,217.8370925352779
44,Male,85.1,158.4,4.0,206.08020458675534
36,Male,85.6,347.2,45.7,435.5290464752207
18,Female,80.6,149.9,63.1,322.7146777866756
55,Female,83.7,172.3,18.4,231.57930936722187
36,Male,78.6,269.2,75.9,29.975315154169497
18,Female,65.4,270.7,47.9,36.35570667772277
57,Male,95.6,78.6,32.1,27.67758185897576
34,Male,91.0,238.3,18.3,248.7316448478561
38,Female,65.7,190.2,83.2,232.3352029423488
39,Female,82.8,192.5,73.6,108.20696333089438
32,Male,92.5,258.3,41.9,104.01482774347897
56,Female,80.0,182.6,68.6,141.6663747635049
56,Male,72.5,174.4,45.8,91.64294083887468
49,Male,92.2,183.9,37.9,227.84279528217235
21,Male,78.1,182.5,36.9,157.78958935002612
61,Female,67.5,217.4,45.4,81.38934130398455
62,Female,61.2,266.2,42.0,161.07691073820072
49,Female,39.8,221.4,51.2,233.34852699426068
21,Male,98.7,199.4,82.2,0.0
18,Male,65.0,227.3,95.6,221.41802447209042
50,Male,86.6,239.0,25.9,0.0
24,Male,64.0,228.9,59.2,154.15466381954568
26,Female,77.0,166.6,54.2,238.4485254817746
18,Female,80.4,221.2,60.6,224.354808729793
33,Female,60.1,94.0,41.0,88.89099428784922
35,Male,86.5,276.7,60.9,118.58631819107136
64,Male,72.6,276.6,22.4,154.16467538148737
23,Female,81.6,244.5,117.6,39.811655309289236
19,Male,92.5,262.3,55.8,223.58188634284775
26,Female,83.9,196.3,64.6,48.711347136078786
21,Male,73.9,162.5,27.6,267.43898826588537
62,Male,98.3,137.3,36.1,115.93365542447171
40,Male,74.5,250.4,20.6,145.23772295463752
60,Male,76.1,162.5,79.1,295.4143390840683
62,Male,73.0,181.3,27.8,261.7432467944353
60,Female,60.3,211.2,46.2,167.3168342606527
25,Female,59.0,198.1,47.1,157.64614699443516
56,Female,68.3,213.2,59.5,36.18410935208642
42,Male,62.8,109.6,24.2,203.56890846485746
33,Female,71.7,188.3,67.2,139.4918141907785
52,Female,84.9,241.2,74.9,114.36047141874515
34,Male,70.1,178.4,36.8,200.57782653090985
35,Male,77.6,156.9,49.3,92.38506007389276
44,Female,68.9,247.7,62.5,129.6771035483194
32,Female,105.5,178.8,55.1,99.67456153059132
34,Female,93.1,209.2,30.0,89.86076892346671
60,Female,72.0,189.5,64.0,32.75406795554756
22,Female,78.3,200.0,80.3,31.102932697943316
33,Male,58.9,276.5,80.2,346.2813437534278
32,Female,72.4,228.6,61.5,140.5685455163098
59,Female,67.8,138.9,65.3,312.63676815480073
63,Female,83.9,181.4,42.2,301.19902966119076
51,Female,63.8,179.4,31.7,264.2494013950609
36,Female,94.9,210.8,48.6,19.690640443189107
25,Female,74.2,245.4,95.3,304.0257362938671
64,Male,64.6,201.6,39.4,204.14238618082396
27,Male,75.4,200.1,58.7,148.37244896420412
22,Male,83.8,88.4,57.6,137.41206989296322
43,Female,81.2,266.2,42.5,124.69381670920546
39,Female,76.9,191.6,79.7,174.9312342876358
61,Male,85.5,212.9,81.8,508.91705877168243
40,Female,84.8,212.8,103.3,0.0
30,Female,84.9,161.5,34.0,300.18603717062416
26,Female,71.7,187.8,58.1,249.91473648260856
37,Male,71.6,161.1,51.8,188.62525578121608
45,Male,72.5,269.2,36.3,148.83044828935368
61,Male,69.1,88.8,36.7,20.324714759641186
54,Female,76.3,152.3,53.3,53.48300703827723
41,Male,74.9,183.9,40.7,127.4483374133808
61,Male,94.9,274.9,30.4,198.11538265679994
50,Male,68.9,235.4,52.5,201.58854828232896
37,Female,63.2,118.1,27.9,224.6380985044409
47,Male,82.7,194.2,40.7,302.7050144337859
61,Male,75.9,236.1,57.2,210.6659388555625
26,Female,66.8,311.3,47.3,139.14589746269624
62,Male,84.4,183.0,44.9,352.1726721171638
34,Female,71.7,140.8,86.2,204.24987259754025
53,Female,93.3,216.1,78.1,200.36956572169905
31,Male,63.6,197.8,51.6,157.0719479790502
36,Male,68.0,223.2,29.7,349.79460911631355
24,Male,76.5,234.5,66.2,341.3889961250978
20,Female,91.3,216.0,100.5,105.26630503926542
50,Male,66.4,226.4,77.3,0.0
61,Male,79.5,281.8,24.0,232.71589254374769
49,Male,61.0,185.4,46.0,100.11111965962756
64,Female,86.0,138.8,35.3,192.53731430554387
28,Female,67.2,215.7,31.5,172.0829073125109
59,Female,82.4,135.9,72.7,0.0
19,Male,83.0,143.9,72.3,228.5469995578829
43,Male,53.2,158.9,85.5,388.65465700130994
21,Female,77.5,137.5,63.6,135.18880134865378
34,Male,68.9,258.4,49.1,223.03016053439035
34,Male,81.0,202.4,53.8,147.0363548191558
45,Female,64.5,235.3,31.9,171.83255407996643
47,Female,68.0,225.5,77.4,319.0194197922892
57,Female,89.4,189.5,35.2,216.749608235029
40,Male,88.5,248.0,41.8,121.05582723184776
63,Male,63.1,175.9,43.9,183.00960120584935
41,Male,96.6,191.6,-11.4,180.82116255856084
46,Female,44.0,164.6,67.4,182.8157894574266
21,Female,77.6,270.0,31.0,178.85241852274086
55,Male,59.6,194.6,63.8,179.4841873647778
46,Female,79.5,229.9,41.0,27.98627101123549
36,Female,71.9,170.9,40.9,150.87084915732123
44,Male,62.8,242.4,27.8,139.9124000443311
46,Female,66.2,238.6,77.8,50.53945703462567
53,Male,65.6,118.7,82.2,301.6235910494379
52,Female,75.9,200.2,70.0,162.93086583778435
23,Male,86.7,205.8,55.3,69.58520589789822
40,Female,98.5,185.0,52.7,298.5928744912151
56,Male,72.9,269.2,71.7,270.05612114622824
63,Female,78.6,139.1,47.5,205.32548525776863
61,Female,89.2,177.6,76.4,230.85450597063334
25,Female,69.6,157.5,30.7,94.27535968028856
19,Female,65.6,251.5,69.6,215.8409093969961
30,Female,98.4,148.6,75.7,0.0
57,Male,72.8,108.4,28.0,347.6516923352101
38,Male,77.6,221.6,33.2,191.3084380941923
48,Male,55.8,193.0,49.1,292.57539689002533
53,Female,68.7,252.0,58.5,149.43807817875472
55,Male,97.6,240.6,37.6,488.57060597497383
44,Female,80.6,197.9,51.8,299.1804734447851
53,Female,74.7,127.8,8.7,0.0
40,Male,91.7,140.1,65.3,305.58186487470255
38,Male,55.3,111.3,66.2,149.77710273915412
30,Female,70.0,193.1,80.4,189.08393006301617
54,Female,102.3,167.1,61.5,210.57947420535785
64,Male,74.4,191.0,42.6,110.8167154363615
43,Male,74.3,208.7,29.7,175.42544132606974
57,Female,89.1,294.9,33.7,46.18451534008119
24,Female,90.0,229.0,48.2,309.3362630802758
63,Male,59.4,203.6,33.1,241.01419889811757
56,Female,80.1,121.8,34.6,163.43352499369618
39,Female,96.1,201.3,49.2,178.85584415399634
56,Male,67.3,244.1,17.8,57.36029897019875
40,Male,70.5,219.5,30.2,299.161571265154
47,Female,75.3,147.6,54.4,339.04486051282794
35,Female,83.3,181.2,55.3,0.0
59,Male,57.9,203.7,67.3,217.94162320708173
35,Female,37.6,179.6,53.1,246.1316057799364
63,Male,77.6,169.1,50.6,92.57813282852383
27,Female,89.0,92.6,62.7,182.47122605731806
56,Male,71.3,161.6,53.8,221.68382887799785
47,Female,67.7,212.6,30.6,71.12385090426899
43,Female,73.0,243.8,34.0,0.0
24,Female,94.2,203.8,83.5,125.09936109831916
24,Male,67.0,253.0,114.3,190.06121965112203
22,Male,81.8,196.1,64.7,337.86756801388873
18,Male,61.2,156.1,29.8,243.54814523271207
63,Female,61.7,176.3,88.0,86.6148748478689
35,Female,85.1,225.0,41.4,0.0
30,Male,94.6,186.6,58.5,321.7886247719873
42,Male,85.7,167.9,49.6,197.38111097945117
57,Female,50.4,122.1,53.7,115.45372755237639
25,Female,70.0,155.3,41.2,102.84514640694331
27,Female,77.9,180.1,76.0,226.2147184191594
49,Female,75.7,170.9,46.3,244.71438261679725
34,Male,52.0,151.3,62.3,108.71823244411031
55,Male,59.4,277.9,61.8,0.0
32,Female,65.4,230.0,47.8,111.78057032505225
32,Female,74.2,309.6,19.9,164.43537191396888
57,Female,51.8,119.7,33.5,163.0716730904736
37,Male,82.2,215.7,64.2,0.0
32,Male,73.9,178.3,56.1,376.0914618863515
52,Female,62.5,201.0,33.7,0.0
23,Female,77.3,292.5,50.9,74.4273965668844
47,Female,57.7,113.0,54.2,40.381470442917816
25,Female,74.4,171.4,61.7,46.38607761542239
48,Female,53.4,162.6,86.4,0.0
64,Female,55.1,171.5,4.3,169.34896481612958
49,Male,69.6,94.5,74.2,400.54805700343763
62,Male,66.4,264.3,54.3,175.38869405355462
32,Male,79.6,266.3,29.4,67.06560843241081
35,Female,74.8,229.1,53.3,242.06810651297045
30,Female,100.2,133.1,78.9,221.36551298487865
41,Female,71.8,213.9,84.9,55.64709504151808
57,Male,35.4,243.3,29.6,244.35945368039336
31,Female,50.6,219.4,33.0,252.76950896409357
45,Male,60.6,197.5,24.1,72.38090277945923
28,Female,115.6,270.5,54.7,141.0850852221263
23,Female,74.6,164.5,55.6,114.66824960518888
42,Female,88.3,191.6,69.7,30.49126395198344
18,Male,87.1,231.3,58.8,215.68470714331932
42,Male,59.8,215.9,67.9,239.1151729343502
19,Male,53.5,228.0,22.3,207.92900203490743
49,Female,82.7,226.7,85.1,66.44932627477476
30,Male,48.4,226.2,75.9,530.1374252593902
50,Female,86.7,181.8,39.4,105.8043828863495
49,Female,73.6,165.1,34.3,195.52685692374976
41,Male,82.4,206.9,64.9,345.74082318953816
44,Male,78.6,275.6,18.8,0.0
21,Female,79.3,198.8,35.3,205.174541097953
41,Female,76.3,230.0,29.4,148.81933784014
40,Female,78.4,205.6,48.1,134.4765942808606
46,Female,75.6,301.7,41.1,134.99389329974915
51,Male,58.5,193.1,34.3,311.5562133396759
38,Male,70.3,230.1,32.3,0.0
47,Male,101.0,164.1,37.2,217.3653831292875
43,Female,78.8,144.0,26.2,190.95385468285423
37,Female,88.7,199.7,60.9,395.543667322749
33,Female,63.2,259.1,72.5,14.318737951384852
20,Male,63.0,231.7,58.0,249.07018614519032
54,Female,60.6,95.7,77.7,111.64897543306688
57,Female,59.0,236.6,33.2,168.30787469239465
61,Male,55.5,123.4,35.0,345.5075326368914
42,Male,77.8,242.0,58.8,110.47518360982177
40,Female,70.7,227.2,61.4,332.06417972822703
61,Male,85.5,192.5,50.3,374.5082895942509
18,Female,71.3,236.4,49.5,197.65351372722716
50,Male,46.2,186.8,28.7,153.38810854928727
32,Female,80.3,207.5,-3.2,88.45180254245864
34,Male,50.6,128.1,61.2,248.22833513536574
51,Male,77.6,187.2,69.6,142.30251792178962
34,Male,65.7,246.2,41.3,145.84878711599498
58,Male,77.8,133.4,39.0,500.86297844425934
61,Female,57.7,240.9,36.8,174.32006099978867
21,Female,84.3,99.1,42.5,201.43470595077923
30,Male,75.5,140.5,70.1,424.67824556496805
21,Female,70.9,184.3,31.3,136.6508943570362
24,Male,54.7,207.7,62.9,111.33466261160284
63,Male,96.7,171.4,40.0,53.00155911050315
26,Female,64.1,170.0,10.1,255.72108324723555
40,Female,78.2,255.4,43.1,94.71099621708187
50,Female,63.6,259.4,82.8,0.0
50,Female,120.3,178.8,36.3,0.0
37,Female,76.8,180.3,45.3,2.3124267463575316
21,Female,67.6,185.6,50.2,90.46144670111643
18,Female,82.3,310.9,53.9,105.84542613793127
59,Male,84.0,200.8,80.8,303.2235661895056
51,Female,79.7,278.6,34.1,38.80040099550031
44,Male,71.1,236.6,50.2,252.91759569634442
38,Female,80.3,194.8,65.2,250.59369777866868
41,Female,73.1,167.6,35.7,142.6887253658773
32,Male,74.7,239.0,51.5,141.34264249595867
52,Male,65.6,160.7,69.6,89.11804004395592
42,Male,57.4,180.7,39.6,376.89202806470615
26,Male,81.8,232.9,46.5,16.394863787094877
34,Female,82.3,188.0,27.0,284.13203394679584
38,Female,90.6,180.3,68.9,124.43122969711723
30,Male,75.6,184.6,53.2,68.2464354452899
20,Male,72.4,165.7,41.5,317.9131407846691
21,Female,58.1,222.5,43.8,167.13956597481763
21,Female,74.5,201.8,49.8,188.09004462154513
60,Male,79.3,132.2,56.7,270.59289565952827
45,Female,53.2,175.6,36.9,174.25371568974427
24,Female,87.8,181.6,38.5,209.61972811538212
43,Male,66.5,181.3,44.7,377.40160023036384
28,Male,72.6,230.0,53.0,235.09812255506083
41,Male,82.2,164.9,82.1,302.95649412608253
60,Male,74.9,335.2,33.9,0.0
27,Female,91.8,269.3,16.9,161.7193959186556
54,Male,82.5,269.0,78.0,589.2146121354361
30,Female,73.2,148.3,32.4,0.0
61,Female,37.6,98.5,79.4,290.5920489704496
59,Female,87.0,183.0,74.9,229.27892425892765
56,Female,60.8,214.7,60.9,0.0
36,Male,85.2,191.9,74.3,220.4614161464545
36,Female,80.9,173.5,13.4,179.60183553328932
29,Male,72.6,113.0,23.0,335.803454593638
39,Female,86.4,166.4,55.7,114.87826887969622
64,Male,81.3,187.8,42.3,297.2609348754005
54,Female,78.9,175.2,34.3,295.9042714596233
47,Female,54.4,174.9,66.2,194.65497861637178
63,Male,75.5,160.1,55.2,343.7181050168055
29,Male,60.1,282.7,71.0,140.86539773721884
46,Male,61.8,235.4,42.6,281.4030630629075
38,Male,70.7,247.8,49.7,562.4786654442287
28,Female,92.6,213.6,80.8,33.70274789018882
54,Female,79.4,133.2,24.3,199.16194100626433
35,Female,80.2,236.9,48.3,37.18137773710394
61,Female,84.2,267.4,32.5,279.93563893382725
44,Female,64.5,274.7,83.9,0.0
54,Male,56.1,231.2,98.1,137.20841994934705
29,Male,54.0,200.0,54.2,474.6369312371018
40,Female,77.8,199.9,59.9,106.6922426766142
51,Male,86.8,225.9,47.9,208.19251494895448
55,Female,86.0,117.9,47.2,283.3865117712114
40,Female,65.0,231.9,51.7,145.2529528608499
42,Male,91.3,175.7,23.0,0.0
21,Female,99.5,310.5,63.2,38.80013946628138
47,Male,82.3,185.0,30.3,420.60439885619354
47,Female,92.8,209.7,42.9,262.25360405559576
30,Male,85.5,207.2,50.7,0.0
59,Female,72.2,165.4,34.8,46.588120701942515
31,Female,67.0,222.9,62.0,89.3433985374034
64,Male,55.6,217.1,40.5,158.52339364838085
25,Female,69.7,251.1,71.3,48.709084256945815
41,Female,72.2,236.0,32.6,134.22870432022032
35,Male,72.4,209.4,46.7,125.64235181877014
52,Male,73.6,159.1,28.6,130.74983795872538
42,Male,47.5,160.5,69.6,44.55487989460181
34,Female,84.3,282.9,43.8,195.92231087977436
49,Male,85.7,204.4,38.9,13.973957791362475
41,Male,79.5,303.8,46.2,242.56294746510744
24,Male,61.0,159.1,47.8,319.81680311541373
30,Female,79.4,309.7,58.1,360.0668082435867
44,Male,75.3,152.8,60.8,283.699600122354
22,Female,80.7,178.1,47.0,184.1398237874136
53,Female,93.6,222.1,49.2,0.0
43,Male,72.9,249.9,-12.1,420.6131487277043
59,Female,77.2,233.9,41.0,159.20202827102565
62,Female,64.6,104.3,78.6,198.65809828970706
48,Female,86.1,171.4,59.0,155.51435356645257
27,Female,83.4,142.7,28.5,171.10942104012315
63,Female,77.6,130.9,42.2,139.98977510393092
43,Male,62.4,199.2,38.1,169.2759854438711
39,Male,66.8,94.4,71.4,287.97721104780646
29,Male,53.0,250.0,69.4,0.0
49,Female,66.7,237.2,34.4,0.0
44,Male,83.5,281.0,50.2,90.36574332232472
50,Female,79.7,146.7,27.3,230.44275087942108
37,Female,76.9,151.6,37.5,157.55081405354588
56,Female,92.8,252.6,38.2,77.4165050615018
58,Female,78.7,256.4,36.0,59.586678589399106
57,Male,68.1,267.4,57.3,191.6350103495088
30,Female,66.6,257.7,77.0,179.55030909606478
31,Male,72.2,211.0,48.8,400.64082545770833
61,Male,69.6,177.0,28.9,501.2667035845077
57,Female,86.4,236.7,54.2,115.99296428393649
39,Male,80.1,177.9,54.2,463.3344379451073
35,Male,71.2,205.3,46.2,225.2313148675712
46,Male,71.6,180.9,87.2,255.44283964708475
60,Female,83.4,213.3,54.9,208.57768576367425
33,Female,87.1,262.1,61.5,278.955785628655
63,Female,52.9,182.5,5.2,330.9894361973613
52,Male,72.9,174.9,30.7,32.08415726295116
51,Male,76.1,194.7,60.3,239.01537900752265
20,Female,81.6,141.1,55.7,300.09246963979075
21,Female,76.4,233.2,42.4,43.37931165964591
22,Male,79.9,205.8,59.1,0.0
27,Female,72.2,198.2,68.5,1.4438269320142652
46,Female,65.3,216.4,40.5,144.79134178173032
49,Male,84.4,126.3,37.5,497.9083499257923
48,Male,84.8,270.0,44.9,0.0
19,Female,82.8,174.0,60.0,33.32239903238906
29,Female,85.0,181.3,38.5,89.63757126165265
44,Female,63.3,243.3,67.1,42.93864624617391
22,Female,68.9,230.6,40.4,28.40053294400671
54,Male,88.4,299.9,38.8,0.0
44,Female,79.3,151.7,96.9,102.26647373896873
40,Female,75.7,153.1,25.3,349.05489333417415
50,Male,72.0,140.2,65.6,297.5824044083126
21,Male,90.2,206.7,13.9,382.7263538333149
38,Male,53.8,186.5,63.2,110.39017235734732
41,Male,78.5,165.2,103.8,95.20565039408334
61,Male,74.2,196.7,71.1,257.87125398477457
48,Male,60.0,148.4,76.8,216.871029746833
61,Male,94.4,277.3,48.1,190.84073541936704
41,Female,42.7,165.0,68.8,297.6018942216775
